Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value,Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2004,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,578810,11686,,u,108,N/A,
2004,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,82164241,1791338,,u,1247,N/A,
2004,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,5862262,118356,,u,202,N/A,
2004,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,221825667,4836224,,u,9876,N/A,
2004,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,142891333,2884897,,u,4548,N/A,
2004,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,174551047,3805547,,u,7764,N/A,
2004,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,15861,320,,u,1,N/A,
2004,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,3299197,71929,,u,120,N/A,
2004,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,53203925,1074158,,u,2591,N/A,
2004,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,8227944,179385,,u,395,N/A,
2005,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,304318575,7648545,,u,10057,N/A,
2005,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,395115617,10243782,,u,19160,N/A,
2005,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,708553,38033,,u,23,N/A,
2005,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,81476037,1728200,,u,3951,N/A,
2005,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,187111868,4874400,,u,6184,N/A,
2005,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,5209760,62537,,u,253,N/A,
2005,M,European Union,"Other Europe, nes",World,TOTAL CPC,TOTAL MOT,847950,50,1,,u,,N/A,
2005,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,42416736,747600,,u,1402,N/A,
2005,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,115811901,3504801,,u,5616,N/A,
2005,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,314818947,6356020,,u,10063,N/A,
2005,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,6765163,147493,,u,389,N/A,
2005,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,3612279,72930,,u,558,N/A,
2005,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,120339155,2429581,,u,3754,N/A,
2005,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,947538,20658,,u,134,N/A,
2005,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,18484500,373192,,u,252,N/A,
2005,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,305249,6655,,u,27,N/A,
2005,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,22350071,645210,,u,793,N/A,
2005,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,899324736,24939677,,u,36046,N/A,
2005,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,776254,22409,,u,166,N/A,
2005,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,50967260,1413402,,u,1882,N/A,
2005,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,5336896,154067,,u,181,N/A,
2005,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,277870530,7705783,,u,12493,N/A,
2005,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,127987727,2584001,,u,4398,N/A,
2005,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,173452303,3781592,,u,7965,N/A,
2005,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,160148,3233,,u,9,N/A,
2005,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,11641470,253806,,u,314,N/A,
2005,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,45533216,919290,,u,2581,N/A,
2005,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,6631700,144584,,u,294,N/A,
2006,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,308991212,6636955,,u,10211,N/A,
2006,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,410953412,11390244,,u,19928,N/A,
2006,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,5259631,75900,,u,174,N/A,
2006,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,48735038,1587800,,u,2363,N/A,
2006,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,174503475,4459400,,u,5767,N/A,
2006,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,7557851,59822,,u,367,N/A,
2006,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,57041397,552392,,u,1885,N/A,
2006,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,100176506,2496300,,u,4858,N/A,
2006,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,328527349,6632785,,u,10183,N/A,
2006,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,10648881,232166,,u,461,N/A,
2006,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,5122508,103421,,u,620,N/A,
2006,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,131390048,2652692,,u,3906,N/A,
2006,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,142475,3106,,u,11,N/A,
2006,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,23255591,469517,,u,186,N/A,
2006,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,171509,3739,,u,11,N/A,
2006,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,17004882,343319,,u,768,N/A,
2006,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,857733527,18700231,,u,37465,N/A,
2006,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,813338,16421,,u,138,N/A,
2006,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,70256418,1531724,,u,2657,N/A,
2006,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,4021555,81193,,u,135,N/A,
2006,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,243114267,5300356,,u,11376,N/A,
2006,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,127118599,2566454,,u,5322,N/A,
2006,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,181640353,3960107,,u,7881,N/A,
2006,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,244830,4943,,u,9,N/A,
2006,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,5188363,113116,,u,113,N/A,
2006,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,63819207,1288474,,u,2896,N/A,
2006,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,5190569,113164,,u,187,N/A,
2007,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,366812301,9657588,,N/A,,N/A,
2007,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,500184249,11994585,,N/A,,N/A,
2007,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,4360675,233933,,N/A,,N/A,
2007,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,50450089,988900,,N/A,,N/A,
2007,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,217067321,6144078,,N/A,,N/A,
2007,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,7685155,100621,,N/A,,N/A,
2007,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,50785979,1281124,,N/A,,N/A,
2007,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,117554227,2659200,,N/A,,N/A,
2007,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,293541063,,,u,11223,N/A,
2007,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,20027008,,,u,1149,N/A,
2007,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,5852373,,,u,595,N/A,
2007,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,111172599,,,u,4790,N/A,
2007,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,110768,,,u,7,N/A,
2007,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,9220270,,,u,128,N/A,
2007,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,1869001,,,u,184,N/A,
2007,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,21040230,,,u,1876,N/A,
2007,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,715838854,,,u,36115,N/A,
2007,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,873929,,,u,148,N/A,
2007,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,61172726,,,u,2319,N/A,
2007,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,2413561,,,u,257,N/A,
2007,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,250695541,,,u,12225,N/A,
2007,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,124153288,,,u,5736,N/A,
2007,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,250857408,,,u,9110,N/A,
2007,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,260366,,,u,27,N/A,
2007,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,8700508,,,u,335,N/A,
2007,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,51283259,,,u,2965,N/A,
2007,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,6497621,,,u,262,N/A,
2008,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,419413183,9143709,,u,11137,N/A,
2008,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,754602096,14669080,,u,31885,N/A,
2008,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,6239468,161644,,u,166,N/A,
2008,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,102962689,2062404,,u,4351,N/A,
2008,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,276300577,6070609,,u,7337,N/A,
2008,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,11890872,151297,,u,502,N/A,
2008,M,European Union,"Other Europe, nes",World,TOTAL CPC,TOTAL MOT,847950,81967,9900,,u,2,N/A,
2008,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,48114467,1252938,,u,1278,N/A,
2008,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,138157994,2797031,,u,5838,N/A,
2008,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,309890777,5337934,,u,11972,N/A,
2008,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,44694619,863551,,u,1661,N/A,
2008,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,8563777,147513,,u,577,N/A,
2008,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,112769923,1942486,,u,6774,N/A,
2008,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,760754,14699,,u,13,N/A,
2008,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,12342039,212594,,u,178,N/A,
2008,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,3764063,72726,,u,224,N/A,
2008,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,33461752,576386,,u,1213,N/A,
2008,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,842185719,16271983,,u,36852,N/A,
2008,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,691339,11908,,u,18,N/A,
2008,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,66058731,1276330,,u,2532,N/A,
2008,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,3260861,56169,,u,150,N/A,
2008,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,229007113,4424677,,u,10192,N/A,
2008,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,143305240,2468463,,u,5706,N/A,
2008,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,238704275,4612037,,u,8769,N/A,
2008,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,122008,2102,,u,4,N/A,
2008,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,16019146,309508,,u,616,N/A,
2008,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,33562677,578124,,u,2442,N/A,
2008,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,16313352,315192,,u,458,N/A,
2009,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,219642638,5160644,,u,6142,N/A,
2009,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,464461148,11365131,,u,15851,N/A,
2009,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,5842665,267120,,u,163,N/A,
2009,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,67990637,2033600,,u,2320,N/A,
2009,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,106871439,2786400,,u,2989,N/A,
2009,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,12281701,154200,,u,419,N/A,
2009,M,European Union,"Other Europe, nes",World,TOTAL CPC,TOTAL MOT,847950,52942,6100,,u,1,N/A,
2009,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,57292635,801793,,u,1602,N/A,
2009,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,91279573,1702856,,u,3115,N/A,
2009,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,303132637,5682429,,u,10097,N/A,
2009,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,24080050,458354,,u,1166,N/A,
2009,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,2400050,44991,,u,234,N/A,
2009,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,96260925,1804477,,u,6745,N/A,
2009,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,332224,6324,,u,5,N/A,
2009,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,5881907,110260,,u,167,N/A,
2009,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,2923064,55639,,u,69,N/A,
2009,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,9151396,171549,,u,440,N/A,
2009,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,492725223,9378833,,u,23223,N/A,
2009,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,224162,4202,,u,11,N/A,
2009,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,71186294,1355003,,u,4008,N/A,
2009,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,756818,14187,,u,41,N/A,
2009,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,144268741,2746099,,u,5980,N/A,
2009,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,119183706,2234180,,u,4286,N/A,
2009,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,182882240,3481092,,u,6599,N/A,
2009,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,118524,2222,,u,11,N/A,
2009,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,5161619,98249,,u,202,N/A,
2009,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,16989428,318478,,u,1301,N/A,
2009,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,3262128,62093,,u,118,N/A,
2010,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,338579716,7755653,,u,9972,N/A,
2010,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,586310868,15799543,,u,22125,N/A,
2010,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,18059532,508589,,u,531,N/A,
2010,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,118242101,3387525,,u,4462,N/A,
2010,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,201353963,5017580,,u,5930,N/A,
2010,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,9359511,284793,,u,353,N/A,
2010,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,41767650,809643,,u,1230,N/A,
2010,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,149307148,3483656,,u,5634,N/A,
2010,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,478011741,9567547,,u,22988,N/A,
2010,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,55616236,1221658,,u,1937,N/A,
2010,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,4816676,96407,,u,410,N/A,
2010,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,243518249,4874090,,u,16780,N/A,
2010,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,8874072,194927,,u,130,N/A,
2010,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,10003324,200219,,u,229,N/A,
2010,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,9305044,204393,,u,187,N/A,
2010,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,21789635,436126,,u,896,N/A,
2010,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1077288273,23663557,,u,55046,N/A,
2010,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,6143590,122966,,u,105,N/A,
2010,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,202331970,4444395,,u,11627,N/A,
2010,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,3811337,76285,,u,85,N/A,
2010,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,248303506,5454199,,u,11483,N/A,
2010,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,140110565,2804354,,u,6263,N/A,
2010,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,182014458,3998103,,u,6829,N/A,
2010,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,360957,7225,,u,24,N/A,
2010,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,8034061,176475,,u,284,N/A,
2010,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,25589233,512176,,u,1965,N/A,
2010,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,7132988,156682,,u,255,N/A,
2011,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,487511098,12276030,,u,14431,N/A,
2011,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,894117310,23392538,,u,33167,N/A,
2011,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,26372728,605068,,u,780,N/A,
2011,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,283825243,7376050,,u,10528,N/A,
2011,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,295973894,8768865,,u,8761,N/A,
2011,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,8362065,110587,,u,310,N/A,
2011,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,47202619,853957,,u,1397,N/A,
2011,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,139852383,3849717,,u,5187,N/A,
2011,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,832548511,15234065,,u,34997,N/A,
2011,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,129168786,2978129,,u,4403,N/A,
2011,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,4608341,84324,,u,368,N/A,
2011,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,466877888,8542984,,u,24369,N/A,
2011,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,9561777,220457,,u,257,N/A,
2011,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,17222968,315148,,u,398,N/A,
2011,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,26222455,604588,,u,742,N/A,
2011,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,18425473,337151,,u,734,N/A,
2011,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1529557665,35265637,,u,72574,N/A,
2011,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,6290661,115107,,u,125,N/A,
2011,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,313172633,7220540,,u,16748,N/A,
2011,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,1584718,28997,,u,97,N/A,
2011,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,404012398,9314951,,u,16243,N/A,
2011,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,167799692,3070417,,u,7690,N/A,
2011,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,221143222,5098701,,u,8005,N/A,
2011,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,4508513,82497,,u,202,N/A,
2011,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,15120688,348624,,u,535,N/A,
2011,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,33221722,607895,,u,2808,N/A,
2011,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,7738707,178424,,u,286,N/A,
2012,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,395683348,10083466,,u,12115,N/A,
2012,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,850084928,22841443,,u,30938,N/A,
2012,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,36675588,1185317,,u,1123,N/A,
2012,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,263931893,6670255,,u,9605,N/A,
2012,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,237473100,5608479,,u,7271,N/A,
2012,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,9458256,137181,,u,344,N/A,
2012,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,44418015,1472909,,u,1360,N/A,
2012,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,165074452,4405490,,u,6007,N/A,
2012,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,808181836,,,u,48734,N/A,
2012,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,129383361,,,u,6118,N/A,
2012,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,9526248,,,u,1043,N/A,
2012,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,396093790,,,u,25961,N/A,
2012,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,9098886,,,u,312,N/A,
2012,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,17296477,,,u,381,N/A,
2012,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,25834695,,,u,814,N/A,
2012,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,26253225,512171,,u,738,N/A,
2012,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1447594821,30767871,,u,68246,N/A,
2012,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,10295557,200855,,u,224,N/A,
2012,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,277007814,5887656,,u,13223,N/A,
2012,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,2870400,55998,,u,64,N/A,
2012,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,416214514,8846422,,u,16803,N/A,
2012,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,200416099,3909894,,u,13560,N/A,
2012,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,156426795,3324770,,u,5573,N/A,
2012,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,6463645,126098,,u,327,N/A,
2012,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,12117792,257557,,u,423,N/A,
2012,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,53358803,1040971,,u,3691,N/A,
2012,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,5934831,126142,,u,235,N/A,
2013,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,343059757,7127207,,u,10136,N/A,
2013,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,910762947,22872829,,u,33109,N/A,
2013,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,30111057,591141,,u,889,N/A,
2013,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,252469821,6804628,,u,9178,N/A,
2013,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,209199328,4552441,,u,6181,N/A,
2013,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,14916348,224387,,u,542,N/A,
2013,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,30747144,512922,,u,908,N/A,
2013,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,177225094,4410268,,u,6442,N/A,
2013,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,696993960,13597572,,u,39479,N/A,
2013,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,134631114,2861514,,u,7691,N/A,
2013,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,22621869,441327,,u,1918,N/A,
2013,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,397935112,7763269,,u,28739,N/A,
2013,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,5280280,112230,,u,388,N/A,
2013,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,18484410,360610,,u,344,N/A,
2013,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,23189654,492884,,u,990,N/A,
2013,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,25502214,497520,,u,1120,N/A,
2013,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,1247689167,26518981,,u,68912,N/A,
2013,M,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,9066677,176881,,u,415,N/A,
2013,X,Japan,China,World,TOTAL CPC,TOTAL MOT,847950,304832056,6479046,,u,17124,N/A,
2013,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,2574286,50221,,u,92,N/A,
2013,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,847950,338896090,7203059,,u,17979,N/A,
2013,M,USA,World,World,TOTAL CPC,TOTAL MOT,847950,243138533,4743361,,u,19489,N/A,
2013,X,USA,World,World,TOTAL CPC,TOTAL MOT,847950,211004955,4484800,,u,7691,N/A,
2013,M,USA,China,World,TOTAL CPC,TOTAL MOT,847950,10465451,204169,,u,514,N/A,
2013,X,USA,China,World,TOTAL CPC,TOTAL MOT,847950,17810027,378543,,u,648,N/A,
2013,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,52090536,1016228,,u,5207,N/A,
2013,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,847950,4155795,88329,,u,151,N/A,
2014,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,420538882,9338002,,u,13920,N/A,
2014,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,1039846269,27225736,,u,46390,N/A,
2014,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,30368878,718722,,u,1005,N/A,
2014,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,235279125,7861132,,u,10496,N/A,
2014,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,261040398,6375343,,u,8641,N/A,
2014,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,14964458,290156,,u,667,N/A,
2014,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,39142552,531887,,u,1295,N/A,
2014,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,163587703,3434980,,u,7298,N/A,
2014,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,898765543,17792139,,u,63714,N/A,
2014,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,137513156,2680587,,u,9572,N/A,
2014,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,22470210,444825,,u,1893,N/A,
2014,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,511110012,10118034,,u,52808,N/A,
